hashtags/0,hashtags/1,hashtags/2,viewCount,commentsTurnedOff,channelUsername,title,commentsCount,text,comments,type,likes,url,subtitles,channelUrl
#FashionGoals,#fashion,#newcollection,2402,FALSE,rabiasworld4147,Marks & Spencer NEW Arrivals Collection February 2025  - M&S Women’s Clothing  Store,2,"Thank you to you all who has already subscribed to my channel,  kindly hit the BELL  icon to get notifications about every new uploaded  video.


#markspencer #m&s #fashion #summervibes #womensfashion #womensclothing #fashionhaul #newcollection #fashiontrends  #new 
#comeshoppingwithme  #shoppinghaul  #clothinghaul #FashionGoals  #clothingbrand #ootd #newfashion #trendingvideo #clothing  #trending #M&SHaul #dresses #shoppingvlog #youtubefeed #newarrivals",,video,49,https://www.youtube.com/watch?v=3n4LgH5kcyg,,https://www.youtube.com/@rabiasworld4147
,,,1660,FALSE,VINODMAURYALUCKNOW,MY MARKS VS RANK BY #Rankmitra ✅ | SSC CGL 2024 | ANSWER KEY,29,"MY MARKS & RANK | SSC CGL 2024 | ANSWER KEY

JOIN TELEGRAM - https://t.me/+jxtAytW6W1Y4YzQ1


Ssc CGL answer key 2024
Ssc CGL answer key marks
Ssc CGL cut-off 2024 
#ssccgl2024 #SSCCGLcutoff2024",,video,16,https://www.youtube.com/watch?v=5VMZcMRXzPw,,https://www.youtube.com/@VINODMAURYALUCKNOW
,,,32359,FALSE,marksandspencer,This Summer keep your cool | Summer by M&S | M&S CLOTHING & HOME,35,"Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,video,207,https://www.youtube.com/watch?v=RAZdPn6wiec,,https://www.youtube.com/@marksandspencer
,,,9320,FALSE,themishrajee,My marks after Ssc cgl mains final Answer Key  #cglmains #ssccgl,95,"My marks after Ssc cgl mains final Answer Key  #cglmains #ssccgl

Telegram Join : https://t.me/targetcglwithshivam

Instagram Follow : https://www.instagram.com/the_shivam_...

आपका एक  हमको  करता है। 

, ,  &   .

  : 

ssc cgl
cgl result 2024
cgl result reaction
ssc cgl result reaction family
cgl topper 2024
cgl result
ssc cgl result reaction
target ssc with shivam
english grammar strategy for ssc cgl
maths by aditya gagan pratap sir
ssc cgl 2024
scc cgl 2024 result
scc cgl 2024 result cutoff
scc cgl 2024 marit
vocab strategy for ssc cgl by toppers
ssc cgl subject wise strategy
how to score full marks in english ssc cgl
english strategy for ssc cgl 2025
ssc cgl result 2024
ssc cgl result
ssc cgl math strategy by toppers
ssc english strategy by toppers
ssc cgl paper attempt strategy
english grammar strategy for ssc cgl

[      ]
[        ]

Shivam Mishra
From - Darbhanga Bihar ( India )  
-------------------------------------------------------------------------------------------
 : 
This channel doesn't promote or encourage any illegal activities and all content provided by this channel is meant for educational purpose only.
-------------------------------------------------------------------------------------------
 :
©Copyright Disclaimer under Section 107of the copyright Act 1976, allowance is made for fair use for purpose such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statue that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.

Much Love Guy's. ❤

 &   : businesskamkaz@gmail.com",,video,249,https://www.youtube.com/watch?v=8lttSIFNdzQ,,https://www.youtube.com/@themishrajee
,,,56684,FALSE,marksandspencer,M&S Christmas Clothing & Home | 2023 Christmas Advert,208,"Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,video,170,https://www.youtube.com/watch?v=NJn_KKSNZa0,,https://www.youtube.com/@marksandspencer
#cbseimprovementexam,#cbse,#improvementforjee,83899,FALSE,DOONWINNER,CBSE Improvement Exam for 75%+ Marks | Improve for IIT JEE | Improvement Exam Eligibility 2026,1101,"Enrollment Links:

NIOS Ultimate Guide 2.0 (NIOS Admission): https://rzp.io/rzp/yy8az0Pv

Focus 3.0 (Failed/Improvement): https://rzp.io/rzp/N9kyFOcC

Safalta 3.0 (Compartment): https://rzp.io/rzp/htVZMBU2

Join to get call from us:  https://rzp.io/l/WEQnAPiJ

Ask your Queries on WhatsApp: 8874042453
Click the link to Chat on WhatsApp: https://wa.me/918874042453

In this video, I have shared how students can improve their marks for JEE. I have shared all the options available to get more than 75% in CBSE Board Exams.

Link of NIOS Channel -    / @doonacademy  
Instagram -   / samwinner7  
Instagram -   / doonwinner  
Facebook -   / nioswinner  
Telegram for the Study material - https://t.me/doonwinner
Twitter -   / samwinner_7  
Website - https://doonwinner.in/
WhatsApp Channel: https://whatsapp.com/channel/0029Va5Z...

Disclaimer:-
Copyright Disclaimer Under Section 107 of the Copyright Act of 1976, Allowance is made for “Fair Use” for purposes such as Criticism, Comment, News Reporting, Teaching, Scholarship, Education, and Research. Fair use is a use permitted by copyright statute that might otherwise be infringing. 
In case we still have your content in our video, reach out to us at support@doonwinner.in we can discuss the same and remove the portion of the video if needed.

#cbse #improvementforjee #jee75criteria #cbseimprovementexam #cbseupdate2025",,video,2100,https://www.youtube.com/watch?v=WGSdd2zWcKc,,https://www.youtube.com/@DOONWINNER
,,,433,FALSE,FinnLovesFood,Americans Try Marks Choc from M&S,23,"Our viewer Neil sent us some white, milk and dark chocolate bars from M&S. All chocolate bars are made in Switzerland. Have you tried these bars? Let us know what you thought! 

We're an American couple and we enjoy sampling foods from other countries. For more food unboxings and food reaction videos, please subscribe to our channel.",,video,67,https://www.youtube.com/watch?v=MMye88kXSZY,,https://www.youtube.com/@FinnLovesFood
,,,3214,FALSE,Crazy_indian,How to do *TEST ANALYSIS* which Improved my marks|Best way to Improve marks #neet2025#testanalysis,47,"Best way of test analysis✨#neet2025 #motivation #besttestseries #testseries #allen#testseriesreview 
How to do TEST ANALYSIS which Improved my marks|Best way to Improve marks #neet2025#testanalysis How I Improved my marks from 161 to 600|NEET 2025| study vlog| mock test| 600/720 marks a day in my life 
late night study Vlog 
product study vlog 
productive study sessions 
study with me 
neet aspirant study vlog 
study vlogg
study motivation 
daily study routine
daily study vlog
daily study time table in Hindi 
daily study plan for neet exam 
daily study routine vlog
daily study time table for class 11 
daily study time table for class 12 
study with me neetaspirant
neet 2023 exam day
how was my paper
strategy for 

strategy for neet 2024
backlog
clearing backlog
study vlog
study with me
live
live study
background music 
study music A 
 in life of a  2025 aspirant| 2025 study |#pw​ #neet2025​ #studyvlog​ ##neet2025studyplan​  #100daysinneet​  #vibes​ #productivelife​  #dropper_to_doctor​ #dropper​ #motivational​ #studymotivation​  #blissfulstudyneet2025​    #backlogphysicswallah​  #studyvlogkorean​  #neet2025strategy​  #neet2025preparation​  #vishwasdiwas​   #physicswallahstudyvlog​  #neet2025result​  #results​ #neetresult​  #neetscore​   #rankerstestseries​  #neet2025latestnews​  #vibes​ #neet2022preparation​  #neet2025strategy​  #studyvlog​ #physicswallahstudyvlog​ #oneshot​ #biology​ #studywithmeforneetug​ #motivation​ #pwvlog​ #neetaspirantvlog",,video,106,https://www.youtube.com/watch?v=I5D6ICg0FyA,,https://www.youtube.com/@Crazy_indian
,,,23,FALSE,orpingtonnewsandgossip,M&S Cyber Attack,1,"Marks & Spencer Suspends All Online Orders After Major Cyber Attack
A severe cyber attack has forced Marks & Spencer to suspend all online orders, sending shockwaves through its digital operations. Orders through the M&S website and app stopped abruptly on Friday as online payment systems failed. The event highlights the rising threats retailers face from cyber crime. Customers and companies alike now wonder what this means for their security and shopping habits.

The Cyber Attack and Its Immediate Impact
The trouble started when M&S detected irregular activity on its online payment systems. The attack overwhelmed platforms supporting both website and app orders, causing immediate system failures. As a result, the company froze all new online transactions to limit further risks and prevent potential data exposure.

M&S issued a notice confirming the halt to all online sales. Current orders already in the system faced delays as the business scrambled to secure its infrastructure. Core business operations—like online fulfillment, order tracking, and payment processing—all came to a sudden standstill.

For customers, the disruption was immediate. Many found shopping baskets stuck in limbo, orders unconfirmed, or payments hanging. With digital shopping now a mainstay for many households, even a temporary breakdown causes major inconvenience. Many shoppers rely on online orders for groceries, clothing, and everyday essentials. The incident reminded everyone how much trust is placed in online systems—and how quickly that trust can be shaken.

Operational Fallout and Customer Reactions
The fallout extended across every part of the M&S digital experience. Even as technical teams worked to contain the attack, customer support channels surged with inquiries. Questions poured in about:

Unfulfilled or pending orders
Potential delays in refunds or deliveries
The safety of stored payment and personal data
How long the outage might last
M&S communicated actively on social media and through direct emails. The company issued apologies and offered updates but stopped short of giving timelines for full recovery. The language focused on security and caution, emphasizing that no risks would be taken with customer data.

Despite reassurances, anxiety grew on social platforms. Some customers expressed support for M&S’s decision to prioritize security. Others vented frustration about interrupted plans, especially those waiting for urgent food or gifts. Many worried about personal information, asking for updates and clear next steps.

Order fulfillment teams faced their own challenges. The halt left warehouses and logistical hubs with canceled or delayed pickups. Delivery services waited for green lights that never came. The domino effect of the payment system failure rippled through the supply chain.

Key concerns lingered:

How secure is the personal data stored with M&S?
Are financial details at risk?
When will normal online services return?
M&S promised to update shoppers regularly. The retailer also confirmed close coordination with third-party cybersecurity experts. Industry analysts watched closely, as company leaders weighed options for restoring service without making customers vulnerable.

Conclusion
The M&S cyber attack brought online retail to a grinding halt, forcing everyone to face the risks tied to modern shopping. The crash of payment systems exposed the fragility of key business functions. It left customers unsettled and businesses scrambling to maintain trust.

Events like this show that strong digital defenses are no longer a luxury—they are a necessity. Retailers, regardless of size, must anticipate cyber threats and prepare disaster plans. For shoppers, the hope is simple: that companies will keep their data safe and deliver on promises even when systems break down. Digital confidence is built on security. When that breaks, trust takes a long time to recover.",,video,0,https://www.youtube.com/watch?v=KbimiCQWwOQ,,https://www.youtube.com/@orpingtonnewsandgossip
,,,156054,FALSE,marksandspencer,David Gandy: M&S Menswear 2014,38,"See our latest refined menswear arrivals, great for all
summer occasions: http://www.marksandspencer.com/c/men/...

Suits
From the latest formal styles to machine-washable tailoring, a suit from M&S Collection is a smart choice

Trousers
Something for every occasion, from formal trousers to smart-casual chinos, cords and cargos

T-shirts & Tops
See our full range of T-shirts, polo shirts and tops, perfect for summer",,video,1400,https://www.youtube.com/watch?v=P4iPdFGzR0I,,https://www.youtube.com/@marksandspencer
,,,131639,FALSE,marksandspencer,M&S Food: Adventures in The Big Day - TV AD 2015,8,"Discover unique and magical Christmas food to make the big day even more special!

From our TV adverts to recipes, inspiration or styling tips discover the M&S YouTube channel and subscribe! http://bit.ly/1Flkeqn

Discover more: http://www.marksandspencer.com/s/food...

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer",,video,339,https://www.youtube.com/watch?v=A5NUkCndfQQ,,https://www.youtube.com/@marksandspencer
,,,131,FALSE,KevinCurran,M&S unable to take on new workers as disruptions continue after cyber-attack,0,"My interview with BBC 5 Live on M&S still not taking online orders, and the availability of some products in its stores being affected after it took some of its systems offline in response to a cyber attack.",,video,6,https://www.youtube.com/watch?v=ucsQzlDq7EA,,https://www.youtube.com/@KevinCurran
#MarksAndSpencer,#CyberSecurity,#OnlineShopping,133,FALSE,Trendingnews-s1x,M&S Cyber Attack: Online Shopping Suspended! What Happened?,0,"Marks & Spencer has faced a significant cyber attack over the Easter bank holiday, causing a temporary shutdown of their website and mobile app. While customers can still browse, placing new orders and click and collect services are currently delayed. M&S reassures everyone that no data has been compromised and they are collaborating with top security experts to resolve these issues swiftly. Stay tuned for updates and make sure to check back for the latest information.

#CyberAttack #MarksAndSpencer #EasterBankHoliday #CyberSecurity #MSWebsiteDown #CyberAlert #OnlineShopping #RetailNews

If you found this update helpful, please like and share the video!

OUTLINE: 

00:00:00 M&S Cyber Attack: Online Shopping Suspended! What Happened?",,video,0,https://www.youtube.com/watch?v=BZMrzKAOP_U,,https://www.youtube.com/@Trendingnews-s1x
,,,13,FALSE,MathExercisesAndMathSolutions,Solving Rational Equations | Raise My Marks,0,"This video works through some examples on how to solve rational equations.

The material in the video can be found in the Functions and Applications Grade 11, MCF3M course in Ontario or the Grade 11 course offered throughout Canada.


Practice Exercises for this topic: https://raisemymarks.com/wp-content/u...

More on Rational Functions:  https://raisemymarks.com/classtopic/r...

Related topics for Fuctions, Grade 11: https://raisemymarks.com/functions-pr... 

Subscribe for more videos of worked examples:    / @mathexercisesandmathsolutions  

#rationalfunctions #grade11mathematics #grade11 #grade11math #grade11mathematics #mathematics #precalcul",,video,1,https://www.youtube.com/watch?v=FJZPLyi38xs,,https://www.youtube.com/@MathExercisesAndMathSolutions
